#patient_id|patient_name|DOB|gender|address|city|country|phone|ins_id|ins_name|ins_amount
285|Nero Cleave|02-01-1994|Male|FTI College, Law College Road|Pune|India|8354606712|324-72-5328|Coventry Health Care|135000
293|Verina Bearns|01-06-1993|Female|Mico Layout, Stage 2, BTM Layout,Bangalore| BTM Layout,Bangalor|India|8875660685|124-30-9078|Coventry Health Care|135000
301|Marna Como|23-08-1973|Female|Dockyard Road, Mumbai CST Area|Mumbai|India|8029999886|140-96-6834|Coventry Health Care|135000
308|Lesya Banner|03-01-1980|Female|Moulali|Kolkata|India|8056219001|616-39-9211|Coventry Health Care|135000
316|Thaine Handyside|16-05-1960|Male|D-Block, Sector 63|Noida|India|8156679591|240-78-7898|Coventry Health Care|135000
323|Clair Kairns|18-11-1965|Male|Rmz Centennial, I Gate|Whitefield|India|8237855300|281-76-2542|Coventry Health Care|135000
329|Bekki Muzzollo|10-02-1959|Female|Mumbai Central|Mumbai|India|8483407203|273-34-8265|Coventry Health Care|135000
337|Erl McElroy|11-02-1957|Male|Mico Layout, Stage 2, BTM Layout|Bangalore|India|8270004004|837-22-8639|Coventry Health Care|135000
344|Anthe Olesen|09-06-2013|Female|Sector 14|Noida|India|8443687858|394-28-7826|Coventry Health Care|135000
353|Donavon Van der Beek|06-04-2000|Male|Sector 3|Marathalli|India|8292947324|525-57-7394|Coventry Health Care|135000
360|Demetria Zielinski|08-08-1981|Female|Laxman Vihar Industrial Area, Sector 3A, Gurgoan| Gurgoan|India|8710840667|671-60-3091|Coventry Health Care|135000
368|Elisabeth Gladdifh|03-05-1961|Female|Delhi High Court, India Gate|Delhi|India|8861156218|569-71-0957|Coventry Health Care|135000
375|Chris Jedras|21-06-2009|Male|Rmz Centennial, I Gate, Whitefield| Whitefield|India|8759132804|223-25-9935|Coventry Health Care|135000
383|Brett Canet|12-01-1960|Male|Delhi University-GTB Nagar|Delhi|India|8272992543|542-11-6780|Coventry Health Care|135000
397|Aurelea Drinkel|27-12-1972|Female|Moulali, Kolkata|Kolkata|India|8133856265|111-19-4943|Coventry Health Care|135000
402|Ethelin Bungey|19-10-2008|Female|Delhi High Court, India Gate|Delhi|India|7191707526|461-19-4865|Coventry Health Care|135000
412|Lark Winterscale|11-12-1966|Female|Sector 1, Noida|Noida|India|7348146943|188-43-9887|Coventry Health Care|135000
435|Molli Kemme|02-01-2004|Female|Tiretti, Kolkata|Kolkata|India|7301349706|546-43-6005|Coventry Health Care|135000
442|Niel Sherborne|18-06-2002|Male|D-Block, Sector 63, Noida| Noida|India|7086981258|812-48-9247|Coventry Health Care|135000
449|Freda MacCauley|27-03-2002|Female|Mico Layout, Stage 2, BTM Layout,Bangalore| BTM Layout,Bangalor|India|7802097366|500-51-9565|Coventry Health Care|135000
457|Celesta Bainton|25-06-1959|Female|Rmz Centennial, I Gate, Whitefield| Whitefield|India|7771821840|272-14-9466|Coventry Health Care|135000
472|Rozelle Agate|18-09-1985|Female|Raja Bazar, Kolkata|Kolkata|India|7511077947|642-76-2023|Coventry Health Care|135000
482|Thane Lelievre|13-03-2009|Male|Sector 1, Noida|Noida|India|7335771144|639-83-0589|Coventry Health Care|135000
489|Carny Geggie|18-08-1965|Male|Sector 1, Noida|Noida|India|7425132333|499-43-1558|Coventry Health Care|135000
500|Franklin Pimlock|12-09-1959|Male|Dockyard Road, Mumbai CST Area|Mumbai|India|7515725952|150-21-1849|Coventry Health Care|135000
